"Date","Price","Open","High","Low","Change %"
"Mar 27, 2022","1.1774","1.1990","1.2017","1.1772","-1.87%"
"Mar 20, 2022","1.1998","1.1922","1.2056","1.1880","0.63%"
"Mar 13, 2022","1.1923","1.1949","1.1964","1.1820","-0.18%"
"Mar 06, 2022","1.1945","1.2105","1.2194","1.1853","-1.30%"
"Feb 27, 2022","1.2102","1.1897","1.2153","1.1866","1.76%"
"Feb 20, 2022","1.1893","1.2012","1.2042","1.1891","-0.89%"
"Feb 13, 2022","1.2000","1.1948","1.2011","1.1900","0.47%"
"Feb 06, 2022","1.1944","1.1818","1.1964","1.1793","1.08%"
"Jan 30, 2022","1.1816","1.2023","1.2073","1.1804","-1.74%"
"Jan 23, 2022","1.2025","1.1952","1.2043","1.1870","0.64%"
"Jan 16, 2022","1.1948","1.1979","1.2043","1.1933","-0.23%"
"Jan 09, 2022","1.1975","1.1961","1.2015","1.1951","0.17%"
"Jan 02, 2022","1.1955","1.1901","1.1999","1.1875","0.49%"
"Dec 26, 2021","1.1897","1.1827","1.1952","1.1826","0.63%"
"Dec 19, 2021","1.1823","1.1784","1.1884","1.1694","0.41%"
"Dec 12, 2021","1.1775","1.1728","1.1832","1.1689","0.41%"
"Dec 05, 2021","1.1727","1.1688","1.1782","1.1626","0.31%"
"Nov 28, 2021","1.1691","1.1787","1.1842","1.1689","-0.76%"
"Nov 21, 2021","1.1780","1.1919","1.1934","1.1767","-1.13%"
"Nov 14, 2021","1.1915","1.1722","1.1932","1.1711","1.75%"
"Nov 07, 2021","1.1710","1.1668","1.1739","1.1641","0.39%"
"Oct 31, 2021","1.1664","1.1833","1.1846","1.1633","-1.47%"
"Oct 24, 2021","1.1838","1.1818","1.1903","1.1796","0.31%"
"Oct 17, 2021","1.1802","1.1853","1.1878","1.1806","-0.41%"
"Oct 10, 2021","1.1851","1.1767","1.1874","1.1739","0.75%"
"Oct 03, 2021","1.1763","1.1683","1.1801","1.1662","0.72%"
"Sep 26, 2021","1.1679","1.1677","1.1731","1.1548","0.09%"
"Sep 19, 2021","1.1668","1.1712","1.1726","1.1608","-0.41%"
"Sep 12, 2021","1.1716","1.1716","1.1766","1.1676","0.04%"
"Sep 05, 2021","1.1711","1.1667","1.1739","1.1608","0.38%"
"Aug 29, 2021","1.1667","1.1667","1.1681","1.1622","0.05%"
"Aug 22, 2021","1.1661","1.1658","1.1708","1.1635","0.15%"
"Aug 15, 2021","1.1644","1.1757","1.1789","1.1639","-0.93%"
"Aug 08, 2021","1.1753","1.1801","1.1836","1.1738","-0.33%"
"Aug 01, 2021","1.1792","1.1712","1.1809","1.1683","0.71%"
"Jul 25, 2021","1.1709","1.1682","1.1768","1.1662","0.33%"
"Jul 18, 2021","1.1671","1.1665","1.1710","1.1530","0.12%"
"Jul 11, 2021","1.1657","1.1710","1.1762","1.1653","-0.38%"
"Jul 04, 2021","1.1702","1.1653","1.1718","1.1602","0.46%"
"Jun 27, 2021","1.1648","1.1632","1.1678","1.1605","0.20%"
"Jun 20, 2021","1.1625","1.1643","1.1726","1.1619","-0.12%"
"Jun 13, 2021","1.1639","1.1655","1.1709","1.1588","-0.08%"
"Jun 06, 2021","1.1648","1.1629","1.1673","1.1568","0.15%"
"May 30, 2021","1.1631","1.1632","1.1677","1.1566","-0.03%"
"May 23, 2021","1.1634","1.1626","1.1664","1.1530","0.19%"
"May 16, 2021","1.1612","1.1607","1.1654","1.1568","0.04%"
"May 09, 2021","1.1607","1.1499","1.1683","1.1493","1.06%"
"May 02, 2021","1.1485","1.1494","1.1599","1.1474","-0.05%"
"Apr 25, 2021","1.1491","1.1466","1.1531","1.1466","0.23%"
"Apr 18, 2021","1.1465","1.1543","1.1645","1.1466","-0.62%"
"Apr 11, 2021","1.1537","1.1537","1.1577","1.1467","0.20%"
"Apr 04, 2021","1.1514","1.1757","1.1804","1.1495","-2.05%"
"Mar 28, 2021","1.1755","1.1694","1.1776","1.1678","0.58%"
"Mar 21, 2021","1.1687","1.1653","1.1717","1.1565","0.31%"
"Mar 14, 2021","1.1651","1.1643","1.1721","1.1573","0.06%"
"Mar 07, 2021","1.1644","1.1610","1.1700","1.1588","0.27%"
"Feb 28, 2021","1.1613","1.1543","1.1636","1.1535","0.68%"
"Feb 21, 2021","1.1535","1.1566","1.1708","1.1452","-0.23%"
"Feb 14, 2021","1.1562","1.1424","1.1575","1.1421","1.26%"
"Feb 07, 2021","1.1418","1.1401","1.1438","1.1365","0.16%"
"Jan 31, 2021","1.1400","1.1296","1.1445","1.1285","1.00%"
"Jan 24, 2021","1.1287","1.1242","1.1350","1.1228","0.37%"
"Jan 17, 2021","1.1245","1.1244","1.1327","1.1202","0.00%"
"Jan 10, 2021","1.1245","1.1104","1.1280","1.1064","1.32%"
"Jan 03, 2021","1.1099","1.1173","1.1182","1.1005","-0.85%"
"Dec 27, 2020","1.1194","1.1108","1.1200","1.0996","0.87%"
"Dec 20, 2020","1.1098","1.0993","1.1171","1.0848","0.63%"
"Dec 13, 2020","1.1029","1.0964","1.1134","1.0929","1.04%"
"Dec 06, 2020","1.0915","1.1090","1.1133","1.0833","-1.52%"
"Nov 29, 2020","1.1083","1.1133","1.1201","1.1006","-0.40%"
"Nov 22, 2020","1.1127","1.1198","1.1280","1.1109","-0.67%"
"Nov 15, 2020","1.1202","1.1148","1.1219","1.1114","0.55%"
"Nov 08, 2020","1.1141","1.1082","1.1289","1.1050","0.57%"
"Nov 01, 2020","1.1078","1.1108","1.1184","1.1025","-0.26%"
"Oct 25, 2020","1.1107","1.1001","1.1133","1.0980","1.05%"
"Oct 18, 2020","1.0992","1.1025","1.1099","1.0929","-0.24%"
"Oct 11, 2020","1.1018","1.1040","1.1105","1.0963","-0.11%"
"Oct 04, 2020","1.1030","1.1039","1.1065","1.0912","-0.08%"
"Sep 27, 2020","1.1039","1.0959","1.1079","1.0918","0.77%"
"Sep 20, 2020","1.0955","1.0907","1.0976","1.0844","0.44%"
"Sep 13, 2020","1.0907","1.0805","1.1011","1.0790","1.01%"
"Sep 06, 2020","1.0798","1.1217","1.1227","1.0761","-3.74%"
"Aug 30, 2020","1.1217","1.1221","1.1281","1.1150","0.05%"
"Aug 23, 2020","1.1211","1.1097","1.1227","1.1056","1.07%"
"Aug 16, 2020","1.1092","1.1053","1.1183","1.1022","0.41%"
"Aug 09, 2020","1.1047","1.1063","1.1151","1.1042","-0.21%"
"Aug 02, 2020","1.1070","1.1103","1.1135","1.1037","-0.32%"
"Jul 26, 2020","1.1105","1.0976","1.1137","1.0930","1.18%"
"Jul 19, 2020","1.0976","1.1001","1.1113","1.0941","-0.20%"
"Jul 12, 2020","1.0997","1.1164","1.1181","1.0944","-1.55%"
"Jul 05, 2020","1.1170","1.1107","1.1191","1.1026","0.64%"
"Jun 28, 2020","1.1099","1.0987","1.1111","1.0894","0.95%"
"Jun 21, 2020","1.0994","1.1046","1.1112","1.0986","-0.56%"
"Jun 14, 2020","1.1056","1.1140","1.1225","1.1020","-0.77%"
"Jun 07, 2020","1.1142","1.1233","1.1283","1.1091","-0.71%"
"May 31, 2020","1.1222","1.1120","1.1280","1.1079","0.89%"
"May 24, 2020","1.1123","1.1169","1.1265","1.1043","-0.39%"
"May 17, 2020","1.1168","1.1174","1.1246","1.1108","-0.23%"
"May 10, 2020","1.1193","1.1442","1.1475","1.1183","-2.22%"
"May 03, 2020","1.1447","1.1383","1.1509","1.1343","0.52%"
"Apr 26, 2020","1.1388","1.1431","1.1537","1.1367","-0.36%"
"Apr 19, 2020","1.1430","1.1500","1.1509","1.1279","-0.58%"
"Apr 12, 2020","1.1496","1.1389","1.1519","1.1369","0.94%"
"Apr 05, 2020","1.1388","1.1349","1.1463","1.1279","0.39%"
"Mar 29, 2020","1.1344","1.1178","1.1444","1.1121","1.46%"
"Mar 22, 2020","1.1180","1.0905","1.1231","1.0649","2.71%"
"Mar 15, 2020","1.0886","1.1065","1.1130","1.0523","-1.54%"
"Mar 08, 2020","1.1056","1.1555","1.1562","1.1047","-4.38%"
"Mar 01, 2020","1.1562","1.1652","1.1652","1.1435","-0.56%"
"Feb 23, 2020","1.1627","1.1951","1.1994","1.1570","-2.78%"
"Feb 16, 2020","1.1960","1.2032","1.2078","1.1882","-0.71%"
"Feb 09, 2020","1.2046","1.1776","1.2057","1.1758","2.26%"
"Feb 02, 2020","1.1780","1.1914","1.1914","1.1711","-1.00%"
"Jan 26, 2020","1.1899","1.1860","1.1925","1.1781","0.31%"
"Jan 19, 2020","1.1862","1.1721","1.1922","1.1690","1.12%"
"Jan 12, 2020","1.1731","1.1745","1.1784","1.1631","-0.10%"
"Jan 05, 2020","1.1743","1.1709","1.1830","1.1701","0.15%"
"Dec 29, 2019","1.1725","1.1689","1.1837","1.1684","0.21%"
"Dec 22, 2019","1.1701","1.1725","1.1759","1.1637","-0.32%"
"Dec 15, 2019","1.1738","1.1984","1.2046","1.1685","-2.05%"
"Dec 08, 2019","1.1984","1.1886","1.2085","1.1751","0.88%"
"Dec 01, 2019","1.1879","1.1731","1.1891","1.1661","1.18%"
"Nov 24, 2019","1.1740","1.1640","1.1768","1.1640","0.86%"
"Nov 17, 2019","1.1640","1.1679","1.1736","1.1620","-0.28%"
"Nov 10, 2019","1.1673","1.1595","1.1706","1.1595","0.72%"
"Nov 03, 2019","1.1590","1.1604","1.1651","1.1550","0.06%"
"Oct 27, 2019","1.1583","1.1572","1.1636","1.1557","0.09%"
"Oct 20, 2019","1.1573","1.1596","1.1661","1.1526","-0.34%"
"Oct 13, 2019","1.1612","1.1453","1.1666","1.1348","1.37%"
"Oct 06, 2019","1.1455","1.1231","1.1504","1.1085","1.97%"
"Sep 29, 2019","1.1234","1.1236","1.1325","1.1189","0.00%"
"Sep 22, 2019","1.1234","1.1321","1.1362","1.1227","-0.81%"
"Sep 15, 2019","1.1326","1.1288","1.1381","1.1233","0.34%"
"Sep 08, 2019","1.1288","1.1156","1.1292","1.1092","1.36%"
"Sep 01, 2019","1.1136","1.1051","1.1183","1.0930","0.67%"
"Aug 25, 2019","1.1062","1.0999","1.1094","1.0962","0.40%"
"Aug 18, 2019","1.1018","1.0954","1.1078","1.0885","0.56%"
"Aug 11, 2019","1.0957","1.0741","1.0999","1.0722","2.00%"
"Aug 04, 2019","1.0742","1.0933","1.0957","1.0731","-1.83%"
"Jul 28, 2019","1.0942","1.1134","1.1135","1.0880","-1.67%"
"Jul 21, 2019","1.1128","1.1150","1.1249","1.1104","-0.11%"
"Jul 14, 2019","1.1140","1.1157","1.1167","1.1046","-0.15%"
"Jul 07, 2019","1.1157","1.1156","1.1173","1.1098","0.00%"
"Jun 30, 2019","1.1157","1.1164","1.1214","1.1123","-0.07%"
"Jun 23, 2019","1.1165","1.1211","1.1218","1.1119","-0.38%"
"Jun 16, 2019","1.1208","1.1239","1.1273","1.1143","-0.23%"
"Jun 09, 2019","1.1234","1.1250","1.1274","1.1193","-0.04%"
"Jun 02, 2019","1.1238","1.1309","1.1334","1.1233","-0.54%"
"May 26, 2019","1.1299","1.1367","1.1393","1.1265","-0.42%"
"May 19, 2019","1.1347","1.1401","1.1462","1.1297","-0.46%"
"May 12, 2019","1.1400","1.1563","1.1596","1.1388","-1.48%"
"May 05, 2019","1.1571","1.1705","1.1778","1.1561","-1.61%"
"Apr 28, 2019","1.1760","1.1593","1.1773","1.1555","1.48%"
"Apr 21, 2019","1.1588","1.1558","1.1603","1.1511","0.29%"
"Apr 14, 2019","1.1555","1.1574","1.1606","1.1516","-0.18%"
"Apr 07, 2019","1.1576","1.1624","1.1645","1.1550","-0.41%"
"Mar 31, 2019","1.1624","1.1610","1.1763","1.1576","0.05%"
"Mar 24, 2019","1.1618","1.1672","1.1789","1.1559","-0.51%"
"Mar 17, 2019","1.1677","1.1735","1.1752","1.1461","-0.53%"
"Mar 10, 2019","1.1739","1.1584","1.1807","1.1522","1.36%"
"Mar 03, 2019","1.1581","1.1607","1.1717","1.1554","-0.22%"
"Feb 24, 2019","1.1606","1.1535","1.1727","1.1496","0.86%"
"Feb 17, 2019","1.1507","1.1423","1.1542","1.1403","0.82%"
"Feb 10, 2019","1.1413","1.1432","1.1442","1.1309","-0.12%"
"Feb 03, 2019","1.1427","1.1424","1.1464","1.1334","0.08%"
"Jan 27, 2019","1.1418","1.1569","1.1586","1.1370","-1.32%"
"Jan 20, 2019","1.1571","1.1335","1.1608","1.1281","2.13%"
"Jan 13, 2019","1.1330","1.1204","1.1415","1.1127","1.12%"
"Jan 06, 2019","1.1204","1.1174","1.1212","1.1035","0.30%"
"Dec 30, 2018","1.1170","1.1084","1.1205","1.0946","0.59%"
"Dec 23, 2018","1.1105","1.1128","1.1245","1.1034","-0.02%"
"Dec 16, 2018","1.1107","1.1135","1.1159","1.1042","-0.18%"
"Dec 09, 2018","1.1127","1.1188","1.1210","1.1002","-0.54%"
"Dec 02, 2018","1.1187","1.1283","1.1289","1.1150","-0.76%"
"Nov 25, 2018","1.1273","1.1334","1.1353","1.1204","-0.23%"
"Nov 18, 2018","1.1299","1.1234","1.1321","1.1195","0.51%"
"Nov 11, 2018","1.1242","1.1439","1.1556","1.1226","-1.79%"
"Nov 04, 2018","1.1447","1.1435","1.1511","1.1398","0.47%"
"Oct 28, 2018","1.1393","1.1247","1.1429","1.1184","1.25%"
"Oct 21, 2018","1.1252","1.1359","1.1369","1.1240","-0.88%"
"Oct 14, 2018","1.1352","1.1359","1.1427","1.1318","-0.23%"
"Oct 07, 2018","1.1378","1.1380","1.1465","1.1354","-0.09%"
"Sep 30, 2018","1.1388","1.1226","1.1397","1.1210","1.46%"
"Sep 23, 2018","1.1224","1.1131","1.1275","1.1111","0.84%"
"Sep 16, 2018","1.1130","1.1240","1.1303","1.1113","-0.93%"
"Sep 09, 2018","1.1235","1.1196","1.1267","1.1163","0.45%"
"Sep 02, 2018","1.1185","1.1187","1.1224","1.1047","0.11%"
"Aug 26, 2018","1.1173","1.1043","1.1193","1.0991","1.03%"
"Aug 19, 2018","1.1059","1.1119","1.1189","1.1046","-0.82%"
"Aug 12, 2018","1.1150","1.1211","1.1243","1.1136","-0.36%"
"Aug 05, 2018","1.1190","1.1241","1.1254","1.1072","-0.49%"
"Jul 29, 2018","1.1245","1.1232","1.1295","1.1189","-0.02%"
"Jul 22, 2018","1.1247","1.1204","1.1282","1.1177","0.37%"
"Jul 15, 2018","1.1206","1.1328","1.1346","1.1161","-1.05%"
"Jul 08, 2018","1.1325","1.1330","1.1349","1.1232","0.13%"
"Jul 01, 2018","1.1310","1.1310","1.1368","1.1275","0.05%"
"Jun 24, 2018","1.1304","1.1382","1.1391","1.1248","-0.69%"
"Jun 17, 2018","1.1383","1.1442","1.1462","1.1357","-0.53%"
"Jun 10, 2018","1.1444","1.1394","1.1474","1.1321","0.41%"
"Jun 03, 2018","1.1397","1.1444","1.1466","1.1314","-0.44%"
"May 27, 2018","1.1447","1.1419","1.1500","1.1348","0.22%"
"May 20, 2018","1.1422","1.1455","1.1464","1.1365","-0.16%"
"May 13, 2018","1.1440","1.1349","1.1481","1.1329","0.89%"
"May 06, 2018","1.1339","1.1320","1.1461","1.1309","0.21%"
"Apr 29, 2018","1.1315","1.1367","1.1417","1.1305","-0.40%"
"Apr 22, 2018","1.1361","1.1403","1.1522","1.1357","-0.32%"
"Apr 15, 2018","1.1397","1.1552","1.1602","1.1374","-1.31%"
"Apr 08, 2018","1.1548","1.1482","1.1594","1.1441","0.65%"
"Apr 01, 2018","1.1473","1.1388","1.1498","1.1374","0.85%"
"Mar 25, 2018","1.1376","1.1449","1.1476","1.1366","-0.57%"
"Mar 18, 2018","1.1441","1.1346","1.1538","1.1335","0.86%"
"Mar 11, 2018","1.1343","1.1252","1.1354","1.1239","0.80%"
"Mar 04, 2018","1.1253","1.1188","1.1269","1.1150","0.40%"
"Feb 25, 2018","1.1208","1.1367","1.1403","1.1168","-1.35%"
"Feb 18, 2018","1.1361","1.1311","1.1383","1.1273","0.37%"
"Feb 11, 2018","1.1319","1.1288","1.1319","1.1211","0.08%"
"Feb 04, 2018","1.1310","1.1341","1.1453","1.1222","-0.20%"
"Jan 28, 2018","1.1333","1.1396","1.1475","1.1318","-0.66%"
"Jan 21, 2018","1.1408","1.1306","1.1514","1.1306","0.65%"
"Jan 14, 2018","1.1334","1.1260","1.1363","1.1221","0.60%"
"Jan 07, 2018","1.1266","1.1283","1.1355","1.1200","-0.13%"
"Dec 31, 2017","1.1281","1.1261","1.1305","1.1205","0.15%"
"Dec 24, 2017","1.1264","1.1266","1.1301","1.1243","-0.04%"
"Dec 17, 2017","1.1268","1.1338","1.1376","1.1245","-0.58%"
"Dec 10, 2017","1.1334","1.1381","1.1418","1.1287","-0.43%"
"Dec 03, 2017","1.1383","1.1339","1.1510","1.1275","0.47%"
"Nov 26, 2017","1.1330","1.1173","1.1397","1.1133","1.35%"
"Nov 19, 2017","1.1179","1.1201","1.1312","1.1156","-0.21%"
"Nov 12, 2017","1.1203","1.1303","1.1317","1.1092","-0.93%"
"Nov 05, 2017","1.1308","1.1269","1.1377","1.1247","0.40%"
"Oct 29, 2017","1.1263","1.1312","1.1454","1.1186","-0.40%"
"Oct 22, 2017","1.1308","1.1202","1.1333","1.1141","1.05%"
"Oct 15, 2017","1.1191","1.1259","1.1293","1.1080","-0.42%"
"Oct 08, 2017","1.1238","1.1143","1.1268","1.1069","0.93%"
"Oct 01, 2017","1.1135","1.1321","1.1365","1.1119","-1.81%"
"Sep 24, 2017","1.1340","1.1287","1.1437","1.1280","0.41%"
"Sep 17, 2017","1.1294","1.1364","1.1394","1.1237","-0.76%"
"Sep 10, 2017","1.1381","1.0965","1.1399","1.0954","3.77%"
"Sep 03, 2017","1.0967","1.0928","1.0980","1.0837","0.43%"
"Aug 27, 2017","1.0920","1.0820","1.0934","1.0743","1.03%"
"Aug 20, 2017","1.0809","1.0938","1.0977","1.0785","-1.26%"
"Aug 13, 2017","1.0947","1.1007","1.1054","1.0931","-0.55%"
"Aug 06, 2017","1.1008","1.1071","1.1102","1.0964","-0.60%"
"Jul 30, 2017","1.1074","1.1183","1.1212","1.1044","-0.93%"
"Jul 23, 2017","1.1178","1.1128","1.1249","1.1128","0.32%"
"Jul 16, 2017","1.1142","1.1420","1.1441","1.1118","-2.43%"
"Jul 09, 2017","1.1419","1.1314","1.1439","1.1173","0.99%"
"Jul 02, 2017","1.1307","1.1396","1.1423","1.1284","-0.82%"
"Jun 25, 2017","1.1401","1.1366","1.1413","1.1256","0.35%"
"Jun 18, 2017","1.1361","1.1416","1.1451","1.1303","-0.42%"
"Jun 11, 2017","1.1409","1.1365","1.1469","1.1278","0.22%"
"Jun 04, 2017","1.1384","1.1400","1.1568","1.1291","-0.33%"
"May 28, 2017","1.1422","1.1457","1.1558","1.1407","-0.24%"
"May 21, 2017","1.1449","1.1613","1.1629","1.1426","-1.56%"
"May 14, 2017","1.1631","1.1788","1.1827","1.1607","-1.37%"
"May 07, 2017","1.1793","1.1800","1.1931","1.1766","-0.09%"
"Apr 30, 2017","1.1804","1.1871","1.1882","1.1750","-0.68%"
"Apr 23, 2017","1.1885","1.1764","1.1903","1.1723","-0.49%"
"Apr 16, 2017","1.1944","1.1813","1.2029","1.1747","1.19%"
"Apr 09, 2017","1.1803","1.1682","1.1812","1.1670","1.02%"
"Apr 02, 2017","1.1684","1.1759","1.1773","1.1637","-0.86%"
"Mar 26, 2017","1.1785","1.1563","1.1786","1.1447","2.05%"
"Mar 19, 2017","1.1548","1.1548","1.1624","1.1457","0.05%"
"Mar 12, 2017","1.1542","1.1402","1.1550","1.1375","1.20%"
"Mar 05, 2017","1.1405","1.1583","1.1600","1.1383","-1.46%"
"Feb 26, 2017","1.1574","1.1806","1.1823","1.1574","-1.94%"
"Feb 19, 2017","1.1803","1.1691","1.1906","1.1682","0.91%"
"Feb 12, 2017","1.1697","1.1757","1.1830","1.1639","-0.36%"
"Feb 05, 2017","1.1739","1.1587","1.1778","1.1562","1.37%"
"Jan 29, 2017","1.1580","1.1741","1.1784","1.1569","-1.32%"
"Jan 22, 2017","1.1735","1.1560","1.1820","1.1548","1.50%"
"Jan 15, 2017","1.1562","1.1330","1.1619","1.1287","1.05%"
"Jan 08, 2017","1.1442","1.1639","1.1656","1.1404","-1.91%"
"Jan 01, 2017","1.1665","1.1745","1.1842","1.1646","-0.58%"
"Dec 25, 2016","1.1733","1.1734","1.1785","1.1537","-0.20%"
"Dec 18, 2016","1.1756","1.1960","1.1976","1.1709","-1.69%"
"Dec 11, 2016","1.1958","1.1922","1.2015","1.1870","0.43%"
"Dec 04, 2016","1.1907","1.1921","1.2046","1.1665","-0.16%"
"Nov 27, 2016","1.1926","1.1769","1.1959","1.1663","1.21%"
"Nov 20, 2016","1.1784","1.1680","1.1825","1.1574","1.06%"
"Nov 13, 2016","1.1660","1.1610","1.1734","1.1486","0.45%"
"Nov 06, 2016","1.1608","1.1241","1.1680","1.1081","3.30%"
"Oct 30, 2016","1.1237","1.1093","1.1295","1.1052","1.32%"
"Oct 23, 2016","1.1091","1.1233","1.1262","1.1091","-1.34%"
"Oct 16, 2016","1.1242","1.1106","1.1265","1.1041","1.21%"
"Oct 09, 2016","1.1108","1.1096","1.1156","1.0938","0.06%"
"Oct 02, 2016","1.1101","1.1517","1.1529","1.0606","-3.83%"
"Sep 25, 2016","1.1543","1.1538","1.1646","1.1471","-0.12%"
"Sep 18, 2016","1.1557","1.1643","1.1722","1.1521","-0.82%"
